,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
2197,"CMTL","Comtech Telecommunications Corp.","Common Stock",13.44,2,0.1318,351070000,3.02115,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",-44.78732,-43.66852,0.797124,0.50001,62,72,4,81,,,83.21678,73.7274,1.1025,"bearish"
2198,"DY","Dycom Industries Inc.","Common Stock",84.96,2,0.24648,2460000000,0,"United States of America","Industrials","Construction & Engineering","Yes (Option Chain)",-11.56593,-11.56593,0.906838,0.45906,76,90,67,48,54,,112.5,92.9537,-1.0152,"bearish"
2199,"JOBS","51job Inc","Depository Receipt",60.96,2,0.70658,4110000000,0,"China","Industrials","Professional Services","Yes (Option Chain)",-0.65221,-0.65221,-0.405189,0.41386,61,7,28,19,41.2,,20.57927,39.9661,-3.0939,"bearish"
2200,"LCI","Lannett Co Inc.","Common Stock",0.6877,2,0.42766,31190000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-83.38215,-83.38215,0.959676,0.59716,,,,,,,-4966.66667,61.4895,-0.8692,"bearish"
2201,"LMNR","Limoneira Co","Common Stock",11.16,2,0.05952,207650000,2.55319,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-36.58931,-35.36648,0.309279,0.25758,14,37,8,16,,,54.54545,49.6865,1.7229,"bearish"
2202,"TELL","Tellurian Inc","Common Stock",5.195,2,19.78098,2760000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",119.41309,119.41309,2.31456,1.16777,5,1,32,3,,,70,,13.9555,"bearish"
2203,"KRMD","Repro MedSystems Inc","Common Stock",2.7,2,0.06327,119270000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-28.8,-28.8,1.142322,0.58991,61,51,62,21,,,-113,,3.3486,"bearish"
2204,"SNBR","Sleep Number Corp","Common Stock",43.52,2,0.54915,944190000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-62.04308,-62.04308,0.916529,0.40039,33,81,6,94,11.9,,-15.35714,81.8169,4.0382,"bearish"
2205,"SGEN","Seagen Inc","Common Stock",132.04,2,1.03407,24010000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-8.28881,-8.28881,0.749332,0.37669,63,69,1,13,,,-0.45946,89.5086,1.4173,"bearish"
2206,"SKX","Skechers U S A Inc","Common Stock",39.61,2,1.52887,6340000000,0,"United States of America","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Yes (Option Chain)",-18.20994,-18.20994,1.344909,0.39401,50,24,75,64,8.1,0.11261,11.89189,89.7706,3.2894,"bearish"
2207,"UFPT","UFP Technologies Inc","Common Stock",69.31,2,0.02382,523600000,0,"United States of America","Health Care","Health Care Equipment & Supplies","No",38.334,38.334,1.015395,0.33394,30,18,6,64,33.2,,47.36842,80.7077,2.8112,"bearish"
2208,"UUUU","Energy Fuels Inc","Common Stock",7.64,2,4.24648,1160000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",33.57532,33.57532,1.52246,0.81264,6,0,93,0,764.1,,-23.91304,35.1564,19.4831,"bearish"
2209,"HOMB","Home Bancshares Inc","Common Stock",22.085,2,0.68467,4510000000,3.01645,"United States of America","Financials","Banks","Yes (Option Chain)",-21.37981,-19.49136,0.466992,0.26939,37,59,31,54,12.3,,-13.14433,67.2835,1.9602,"bearish"
2210,"GTLS","Chart Industries Inc","Common Stock",174.47,2,0.62584,6170000000,0,"United States of America","Industrials","Machinery","Yes (Option Chain)",4.91191,4.91191,0.595795,0.46045,20,9,5,25,164.5,3.38899,79.26056,84.8426,0.3443,"bearish"
2211,"PODD","Insulet Corp","Common Stock",240.94,2,0.57644,17130000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-12.37903,-12.37903,1.579651,0.37843,50,54,59,27,1003.3,,433.33333,95.2397,2.5877,"bearish"
2212,"H","Hyatt Hotels Corp","Common Stock",89.7664,2,0.98405,10390000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",14.47832,14.47832,0.849316,0.32993,34,29,78,22,,,,96.9569,0.6824,"bearish"
2213,"POST","Post Holdings Inc","Common Stock",74.35,2,0.50023,4530000000,0,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-1.7039,-35.6829,0.397324,0.24111,80,44,18,39,84.4,-207.89773,-39.2887,91.6522,0.7926,"bearish"
2214,"PBPB","Potbelly Corp","Common Stock",6.195,2,0.03237,181690000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",3.10966,3.10966,0.363227,0.34497,1,53,80,22,,,36.53846,53.1643,4.6521,"bearish"
2215,"VNCE","Vince Holding Corp","Common Stock",8.94,2,0.01134,107330000,0,"United States of America","Consumer Discretionary","Textiles, Apparel & Luxury Goods","No",-21.54255,-21.54255,0.691303,0.48228,40,63,11,44,,,15.88785,5.7804,0.5181,"bearish"
2216,"RVNC","Revance Therapeutics Inc","Common Stock",17.66,2,0.63982,1270000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-38.13324,-38.13324,0.54365,0.58428,11,15,86,18,,,13.26139,74.4861,-2.9113,"bearish"
2217,"TRUE","TrueCar Inc","Common Stock",3.735,2,0.70564,346270000,0,"United States of America","Communication Services","Interactive Media & Services","Yes (Option Chain)",-20.60086,-20.60086,1.345654,0.51239,38,43,48,13,,,-151.81818,91.1134,-2.4537,"bearish"
2218,"AXTA","Axalta Coating Systems Ltd","Common Stock",26.815,2,2.60194,5810000000,0,"United States of America","Materials","Chemicals","Yes (Option Chain)",-17.71715,-17.71715,0.8794,0.2596,70,50,36,43,21.5,1.14087,7.72455,99.5928,-0.9863,"bearish"
2219,"UFAB","Unique Fabricating Inc","Common Stock",1.49,2,0.01125,17480000,0,"United States of America","Consumer Discretionary","Auto Components","No",-65.50926,-65.50926,0.06158,0.64418,15,35,24,53,,,70.14925,16.2777,-3.4439,"bearish"
2220,"TDOC","Teladoc Health Inc","Common Stock",38.6281,2,5.72011,5980000000,0,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",-78.45083,-78.45083,2.99506,0.66607,84,78,86,44,,,-779.01099,87.7243,4.2258,"bearish"
2221,"PYPL","PayPal Holdings Inc","Common Stock",91.5,2,20.47733,106000000000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-64.67251,-64.67251,1.573518,0.47767,83,52,12,88,30.1,1.72607,-13.34783,76.6167,-3.2714,"bearish"
2222,"SGRY","Surgery Partners Inc","Common Stock",57.905,2,0.39597,4600000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",2.17435,2.17435,1.393271,0.53774,78,87,46,78,,,,98.3609,9.2552,"bearish"
2223,"ANAB","AnaptysBio Inc","Common Stock",24.7114,2,0.19681,677870000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",2.99786,2.99786,0.550613,0.4396,71,46,9,13,,,-86,78.3836,1.2526,"bearish"
2224,"IRTC","iRhythm Technologies Inc","Common Stock",129.945,2,0.36482,3810000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",70.38467,70.38467,1.738738,0.92405,52,84,1,13,,,0.69364,98.2446,6.4484,"bearish"
2225,"KRYS","Krystal Biotech Inc","Common Stock",63.54,2,0.20769,1600000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-17.33766,-17.33766,0.820387,0.879,73,28,11,10,,,-13.32268,76.648,17.3085,"bearish"
2226,"SWCH","Switch Inc","Common Stock",31.61,2,1.57421,7580000000,0.67742,"United States of America","Information Technology","IT Services","Yes (Option Chain)",66.93592,68.402,0.674152,0.32491,57,59,21,34,789.3,26.95652,525,83.7325,3.8368,"bearish"
2227,"ADV","Advantage Solutions Inc","Common Stock",5.43,2,0.45718,1660000000,0,"United States of America","Communication Services","Media","Yes (Option Chain)",-59.50349,-59.50349,0.899596,0.42656,65,55,76,48,31.9,,1,26.4437,-0.22,"bearish"
2228,"KLTR","Kaltura Inc","Common Stock",1.53,2,0.63651,206860000,0,"United States of America","Information Technology","Software","No",,,,,30,43,97,41,,,-65,32.6197,-8.4905,"bearish"
2229,"WEBR","Weber Inc","Common Stock",8.89,2,0.46261,2580000000,1.77778,"United States of America","Consumer Discretionary","Household Durables","No",,,,,2,20,4,52,13.9,1.42045,-20.35714,67.1888,-0.7305,"bearish"
2230,"RAMP","Liveramp Holdings Inc","Common Stock",31.08,1.9,0.41499,2150000000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-35.68804,-35.68804,2.109964,0.498,28,21,44,22,,,122.6087,93.6664,1.6907,"bearish"
2231,"ALOT","AstroNova Inc","Common Stock",13.39,1.9,0.01031,97320000,0,"United States of America","Information Technology","Technology Hardware, Storage & Peripherals","No",-9.27694,-9.27694,0.281323,0.34531,45,41,4,61,15.2,,,47.1376,-2.1791,"bearish"
2232,"ALV","Autoliv Inc","Common Stock",75.46,1.9,0.7101,6540000000,3.42017,"Sweden","Consumer Discretionary","Auto Components","Yes (Option Chain)",-25.64077,-23.54361,1.247715,0.34639,64,75,7,76,18.3,0.65473,-16.09562,39.8938,3.8575,"bearish"
2233,"ANSS","ANSYS Inc","Common Stock",281.14,1.9,0.51697,24360000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-22.57502,-22.57502,1.370948,0.26911,53,39,2,52,54.4,4.76133,7.85617,89.6316,-0.2153,"bearish"
2234,"SRPT","Sarepta Therapeutics Inc","Common Stock",73.67,1.9,0.87547,6460000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-4.31851,-4.31851,0.97898,0.51491,31,54,83,43,,,4.87379,81.9851,11.7286,"bearish"
2235,"CAMP","CalAmp Corp","Common Stock",5.93,1.9,0.31203,207330000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",-58.18182,-58.18182,0.477504,0.42282,33,68,12,61,,,97.5,46.2538,3.2246,"bearish"
2236,"CYTK","Cytokinetics Inc","Common Stock",40.17,1.9,1.01497,3410000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",54.05093,54.05093,1.149392,0.7696,27,25,46,20,,,-42.75,84.6356,0.1319,"bearish"
2237,"DISH","DISH Network Corp","Common Stock",28.37,1.9,2.64602,14670000000,0,"United States of America","Communication Services","Media","Yes (Option Chain)",-37.6153,-37.6153,0.838463,0.35488,83,48,40,94,7.5,-0.27468,-30.34301,86.233,1.7771,"bearish"
2238,"DOV","Dover Corp","Common Stock",136.36,1.9,0.85602,19370000000,1.48843,"United States of America","Industrials","Machinery","Yes (Option Chain)",-9.93364,-8.81829,0.984382,0.20715,59,50,4,47,17.8,1.35105,12.01835,83.8465,1.875,"bearish"
2239,"ILMN","Illumina Inc","Common Stock",303.96,1.9,0.89484,47260000000,0,"United States of America","Health Care","Life Sciences Tools & Services","Yes (Option Chain)",-22.14027,-22.14027,1.695594,0.3712,77,53,1,45,60.3,59.57426,-29.61017,86.4146,2.2242,"bearish"
2240,"MCBC","Macatawa Bank Corp","Common Stock",8.83,1.9,0.07343,299380000,3.66133,"United States of America","Financials","Banks","Yes (Option Chain)",-8.67294,-5.39301,0.085232,0.15948,66,17,29,,11,,-8.70588,39.2676,9.0865,"bearish"
2241,"PII","Polaris Inc","Common Stock",101.9858,1.9,0.76329,5780000000,2.63619,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",-30.65057,-29.208,0.880995,0.30969,44,55,3,67,14.8,,10.07667,86.684,1.5543,"bearish"
2242,"RGA","Reinsurance Group of America Inc.","Common Stock",108.91,1.9,0.40432,7110000000,2.75031,"United States of America","Financials","Insurance","Yes (Option Chain)",-18.66238,-16.64804,0.724587,0.30589,77,67,55,70,12,0.55754,686.10619,96.6241,2.15,"bearish"
2243,"TACT","TransAct Technologies Inc","Common Stock",6.4,1.9,0.03766,67290000,0,"United States of America","Information Technology","Technology Hardware, Storage & Peripherals","Yes (Option Chain)",-46.5775,-46.5775,1.059009,0.59078,16,36,85,17,,,1.2069,55.8884,22.7646,"bearish"
2244,"TCX","Tucows Inc","Common Stock",55.79,1.9,0.03429,616960000,0,"Canada","Information Technology","IT Services","Yes (Option Chain)",-27.03218,-27.03218,0.884007,0.25966,45,61,15,64,180,,,65.585,4.835,"bearish"
2245,"TK","Teekay Corp","Common Stock",3.37,1.9,0.47206,331120000,0,"Bermuda","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",1.24224,1.24224,0.978722,0.42299,38,32,9,48,,,,15.2548,7.4759,"bearish"
2246,"VZ","Verizon Communications Inc","Common Stock",47.264,1.9,24.59793,194150000000,5.53753,"United States of America","Communication Services","Diversified Telecommunication Services","Yes (Option Chain)",-20.00346,-16.19576,-0.044138,0.17195,63,47,22,72,9.2,2.50047,0.29685,64.2976,2.9566,"bearish"
2247,"THS","TreeHouse Foods Inc","Common Stock",31.8,1.9,0.45134,1750000000,0,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-34.34874,-34.34874,0.113227,0.35143,89,79,16,85,,,6.13445,74.6883,-1.5495,"bearish"
2248,"CNSL","Consolidated Communications Holdings Inc","Common Stock",6.21,1.9,0.39287,669180000,0,"United States of America","Communication Services","Diversified Telecommunication Services","Yes (Option Chain)",-18.19444,-18.19444,0.146925,0.48161,54,61,38,70,,,,82.013,57.1891,"bearish"
2249,"PRTK","Paratek Pharmaceuticals Inc","Common Stock",2.15,1.9,0.44339,122030000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-70.44855,-70.44855,1.311712,0.57388,39,39,42,84,,,31.72131,47.0433,7.7908,"bearish"
2250,"SEM","Select Medical Holdings Corp","Common Stock",22.915,1.9,0.80874,2940000000,2.2748,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-41.72853,-40.80212,1.04069,0.35305,95,86,4,97,7.7,0.39549,-28.15436,76.5935,-0.627,"bearish"
2251,"ST","Sensata Technologies Holding Plc","Common Stock",46.97,1.9,1.55925,7230000000,0,"United States of America","Industrials","Electrical Equipment","Yes (Option Chain)",-20.19397,-20.19397,0.982813,0.26596,69,37,23,32,20.6,1.17503,8.73596,97.3477,-0.2514,"bearish"
2252,"ITCI","Intra-Cellular Therapies Inc","Common Stock",51.74,1.9,1.10091,4880000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",49.0213,49.0213,0.816234,0.57387,37,18,16,3,,,9.88571,73.0362,1.1132,"bearish"
2253,"CTLT","Catalent Inc","Common Stock",101.03,1.9,1.20873,16140000000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-19.87197,-19.87197,1.257471,0.35783,81,56,42,74,31.2,1.76043,21.38158,98.189,5.225,"bearish"
2254,"VRAY","ViewRay Inc","Common Stock",2.705,1.9,1.47534,498060000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-43.20988,-43.20988,1.910619,0.59416,24,59,66,54,,,0.44776,90.0542,6.9299,"bearish"
2255,"ZYNE","Zynerba Pharmaceuticals Inc","Common Stock",1.445,1.9,0.48163,63690000,0,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-65.96737,-65.96737,1.446207,0.52295,26,8,90,68,,,-1.57895,31.2543,0.5554,"bearish"
2256,"BNED","Barnes & Noble Education Inc","Common Stock",3.0052,1.9,0.64266,159780000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-61.18837,-61.18837,1.787443,0.62793,14,46,56,49,,,51.13208,56.5656,-2.6235,"bearish"
2257,"PFGC","PERFORMANCE FOOD GROUP COMPANY","Common Stock",50.45,1.9,1.45945,7790000000,0,"United States of America","Consumer Staples","Food & Staples Retailing","Yes (Option Chain)",-14.25894,-14.25894,1.41131,0.4587,34,45,11,43,193.7,4.88937,88,83.244,1.8609,"bearish"
2258,"OCX","OncoCyte Corp","Common Stock",1.16,1.9,0.49387,138660000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-75.21186,-75.21186,2.115242,0.55638,25,23,39,33,,,-4.22222,60.5015,-1.623,"bearish"
2259,"CBTX","CBTX Inc","Common Stock",29.195,1.9,0.08914,714070000,1.79187,"United States of America","Financials","Banks","No",-7.19539,-5.49244,0.252967,0.2188,23,27,11,30,19.7,,7.65027,43.2126,11.456,"bearish"
2260,"PLAN","Anaplan Inc","Common Stock",65.38,1.9,5.98601,9780000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",9.1031,9.1031,1.566722,0.48957,13,54,13,8,,,37.42857,92.5309,6.463,"bearish"
2261,"DNMR","Danimer Scientific Inc","Common Stock",4.58,1.9,3.49895,431210000,0,"United States of America","Materials","Chemicals","Yes (Option Chain)",-83.24853,-83.24853,5.054017,1.0697,5,1,68,8,,,28.29787,51.5267,6.9792,"bearish"
2262,"ABNB","Airbnb Inc","Common Stock",145.485,1.9,5.5256,97240000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-9.11903,-9.11903,1.543915,0.46262,50,52,92,22,,,,58.1276,11.2776,"bearish"
2263,"HMPT","Home Point Capital Inc","Common Stock",3.1967,1.9,0.10112,396870000,5.59441,"United States of America","Financials","Thrifts & Mortgage Finance","No",-70.81633,-69.23375,0.811285,0.46725,81,0,0,,2.7,1.20168,-86.13445,94.3309,-0.4822,"bearish"
2264,"AES","AES Corp (The)","Common Stock",20.83,1.8,5.82734,13750000000,3.06796,"United States of America","Utilities","Independent Power and Renewable Electricity Producers","Yes (Option Chain)",-25.95255,-23.94726,0.865,0.23957,67,86,22,46,,,6.57895,92.5868,0.5801,"bearish"
2265,"BAM","Brookfield Asset Management Inc","Common Stock",50.9,1.8,1.67391,78680000000,1.11554,"Canada","Financials","Capital Markets","Yes (Option Chain)",10.91241,12.16388,1.202558,0.24652,68,22,38,32,21.2,,32.21757,60.5178,0.7873,"bearish"
2266,"CDE","Coeur Mining Inc","Common Stock",3.865,1.8,6.15104,1010000000,0,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",-55.32178,-55.32178,0.984698,0.53252,32,45,13,49,,,,59.1249,0.3666,"bearish"
2267,"WOLF","Wolfspeed Inc","Common Stock",97.03,1.8,1.74092,11830000000,0,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","No",-3.71153,-3.71153,2.421712,0.56493,11,9,11,7,,,32.90323,92.5513,7.9413,"bearish"
2268,"GPC","Genuine Parts Co","Common Stock",131.96,1.8,0.70831,18480000000,2.74351,"United States of America","Consumer Discretionary","Distributors","Yes (Option Chain)",4.41706,7.20867,0.799733,0.18162,56,64,39,76,20.4,,13.29957,77.0864,1.2303,"bearish"
2269,"DIN","Dine Brands Global Inc","Common Stock",73.26,1.8,0.29372,1260000000,2.46649,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-22.81428,-21.92806,1.481909,0.44253,36,79,59,45,12.9,1.69549,-6.1315,91.4747,0.6286,"bearish"
2270,"RNR","RenaissanceRe Holdings Ltd","Common Stock",146.815,1.8,0.39625,6380000000,1.02458,"Bermuda","Financials","Insurance","Yes (Option Chain)",-14.43042,-13.6014,0.790695,0.23621,53,34,51,41,,,924.4186,98.2148,-1.8329,"bearish"
2271,"RRGB","Red Robin Gourmet Burgers Inc","Common Stock",12.53,1.8,0.32593,204100000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-63.96321,-63.96321,1.763768,0.58285,75,72,22,64,,,63.04527,96.3624,2.5108,"bearish"
2272,"TAC","TransAlta Corp","Common Stock",10.59,1.8,0.22745,2840000000,1.48421,"Canada","Utilities","Independent Power and Renewable Electricity Producers","No",6.61241,8.26361,0.318836,0.21944,95,92,86,79,,,,65.3375,5.2622,"bearish"
